Contig	LCAStar	LCAStar_p	LCAStar_dist	LCAStar_WTD	Majority	Majority_p	Majority_dist	Majority_WTD	LCASquared	LCASquared_dist	LCASquared_WTD	Original
GEBA_SAG_0000001_B9_45	candidate division EM 19 bacterium JGI 0000001-B9	0.096	0	0	candidate division EM 19 bacterium JGI 0000001-B9	0.096	0	0	Fervidibacteria bacterium JGI 0000001-B9	0	0	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_50	candidate division EM 19 bacterium JGI 0000001-B9	0.41	0	0	candidate division EM 19 bacterium JGI 0000001-B9	0.41	0	0	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_68	candidate division EM 19 bacterium JGI 0000001-B9	0.096	0	0	candidate division EM 19 bacterium JGI 0000001-B9	0.096	0	0	Fervidibacteria bacterium JGI 0000001-B9	0	0	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_19	candidate division EM 19 bacterium JGI 0000001-B9	0.313	0	0	candidate division EM 19 bacterium JGI 0000001-B9	0.313	0	0	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_47	unclassified candidate division EM 19	0.249	5	-0.203125	unclassified candidate division EM 19	0.249	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_39	candidate division EM 19 bacterium JGI 0000001-B9	None	0	0	candidate division EM 19 bacterium JGI 0000001-B9	None	0	0	Fervidibacteria bacterium JGI 0000001-B9	0	0	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_38	unclassified Fervidibacteria	0.047	1	-0.015625	candidate division EM 19 bacterium SCGC AAA471-D06	1.0	2	-0.03125	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_16	candidate division EM 19 bacterium SCGC AAA471-D06	0.003	2	-0.03125	candidate division EM 19 bacterium SCGC AAA471-D06	0.003	2	-0.03125	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_35	unclassified Fervidibacteria	0.004	1	-0.015625	candidate division EM 19 bacterium SCGC AAA471-D06	1.0	2	-0.03125	unclassified Fervidibacteria	1	-0.015625	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_34	candidate division EM 19 bacterium JGI 0000001-B9	0.654	0	0	candidate division EM 19 bacterium JGI 0000001-B9	0.654	0	0	unclassified Fervidibacteria	1	-0.015625	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_37	Bacteria	0.004	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-B9	0.654	0	0	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_36	candidate division EM 19 bacterium JGI 0000001-B9	0.56	0	0	candidate division EM 19 bacterium JGI 0000001-B9	0.56	0	0	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_31	candidate division EM 19 bacterium JGI 0000001-B9	0.244	0	0	candidate division EM 19 bacterium JGI 0000001-B9	0.244	0	0	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_30	unclassified Fervidibacteria	0.003	1	-0.015625	candidate division EM 19 bacterium SCGC AAA471-D06	0.526	2	-0.03125	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_33	candidate division EM 19 bacterium JGI 0000001-B9	0.024	0	0	candidate division EM 19 bacterium JGI 0000001-B9	0.024	0	0	unclassified Fervidibacteria	1	-0.015625	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_32	unclassified Fervidibacteria	0.0	1	-0.015625	candidate division EM 19 bacterium JGI 0000001-B9	1.0	0	0	unclassified Fervidibacteria	1	-0.015625	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_71	candidate division EM 19 bacterium JGI 0000001-B9	None	0	0	candidate division EM 19 bacterium JGI 0000001-B9	None	0	0	Fervidibacteria bacterium JGI 0000001-B9	0	0	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_70	unclassified Fervidibacteria	0.096	1	-0.015625	candidate division EM 19 bacterium JGI 0000001-B9	1.0	0	0	unclassified Fervidibacteria	1	-0.015625	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_59	candidate division EM 19 bacterium JGI 0000001-B9	0.165	0	0	candidate division EM 19 bacterium JGI 0000001-B9	0.165	0	0	Monera	5	-0.484375	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_14	candidate division EM 19 bacterium SCGC AAA471-D06	0.028	2	-0.03125	candidate division EM 19 bacterium SCGC AAA471-D06	0.028	2	-0.03125	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_13	candidate division EM 19 bacterium JGI 0000001-B9	0.007	0	0	candidate division EM 19 bacterium JGI 0000001-B9	0.007	0	0	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_12	candidate division EM 19 bacterium SCGC AAA471-D06	0.282	2	-0.03125	candidate division EM 19 bacterium SCGC AAA471-D06	0.282	2	-0.03125	unclassified Fervidibacteria	1	-0.015625	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_11	candidate division EM 19 bacterium SCGC AAA471-D06	0.2	2	-0.03125	candidate division EM 19 bacterium SCGC AAA471-D06	0.2	2	-0.03125	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_10	candidate division EM 19 bacterium JGI 0000001-B9	0.001	0	0	candidate division EM 19 bacterium JGI 0000001-B9	0.001	0	0	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_53	Not yet classified (Prokaryotae)	0.306	3	-0.109375	candidate division EM 19 bacterium JGI 0000001-B9	0.56	0	0	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_52	Bacteria	0.004	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-B9	0.56	0	0	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_51	candidate division EM 19 bacterium SCGC AAA471-D06	0.705	2	-0.03125	candidate division EM 19 bacterium SCGC AAA471-D06	0.705	2	-0.03125	unclassified Fervidibacteria	1	-0.015625	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_43	candidate division EM 19 bacterium JGI 0000001-B9	0.088	0	0	candidate division EM 19 bacterium JGI 0000001-B9	0.088	0	0	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_57	Not yet classified (Prokaryotae)	0.306	3	-0.109375	candidate division EM 19 bacterium JGI 0000001-G10	1.0	2	-0.03125	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_56	candidate division EM 19 bacterium JGI 0000001-B9	0.165	0	0	candidate division EM 19 bacterium JGI 0000001-B9	0.165	0	0	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_55	unclassified Fervidibacteria	0.088	1	-0.015625	candidate division EM 19 bacterium SCGC AAA471-D06	0.654	2	-0.03125	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_B9_18	unclassified Fervidibacteria	0.05	1	-0.015625	candidate division EM 19 bacterium JGI 0000001-B9	1.0	0	0	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-B9
GEBA_SAG_0000001_D5_20	Not yet classified (Prokaryotae)	0.013	3	-0.109375	unclassified candidate division EM 19	0.477	5	-0.203125	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_21	Not yet classified (Prokaryotae)	0.007	3	-0.109375	unclassified candidate division EM 19	0.477	5	-0.203125	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_22	Not yet classified (Prokaryotae)	0.004	3	-0.109375	candidate division EM 19 bacterium JGI 0000001-D5	1.0	0	0	Not yet classified (Prokaryotae)	3	-0.109375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_23	candidate division EM 19 bacterium JGI 0000001-D5	0.024	0	0	candidate division EM 19 bacterium JGI 0000001-D5	0.024	0	0	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_24	Not yet classified (Prokaryotae)	0.013	3	-0.109375	candidate division EM 19 bacterium JGI 0000001-D5	0.477	0	0	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_25	unclassified candidate division EM 19	0.477	5	-0.203125	unclassified candidate division EM 19	0.477	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_26	candidate division EM 19 bacterium JGI 0000001-D5	0.004	0	0	candidate division EM 19 bacterium JGI 0000001-D5	0.004	0	0	Fervidibacteria bacterium JGI 0000001-D5	0	0	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_27	candidate division EM 19 bacterium JGI 0000001-D5	0.013	0	0	candidate division EM 19 bacterium JGI 0000001-D5	0.013	0	0	Not yet classified (Prokaryotae)	3	-0.109375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_42	candidate division EM 19 bacterium JGI 0000001-D5	0.096	0	0	candidate division EM 19 bacterium JGI 0000001-D5	0.096	0	0	Fervidibacteria bacterium JGI 0000001-D5	0	0	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_43	unclassified Fervidibacteria	0.096	1	-0.015625	candidate division EM 19 bacterium JGI 0000001-B9	1.0	2	-0.03125	unclassified Fervidibacteria	1	-0.015625	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_40	Not yet classified (Prokaryotae)	0.019	3	-0.109375	unclassified candidate division EM 19	0.56	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_41	Bacteria	0.096	4	-0.234375	Anoxybacillus flavithermus	1.0	10	-0.48046875	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_44	Not yet classified (Prokaryotae)	0.0	3	-0.109375	candidate division EM 19 bacterium JGI 0000001-D5	0.819	0	0	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_45	unclassified candidate division EM 19	0.041	5	-0.203125	unclassified candidate division EM 19	0.041	5	-0.203125	unclassified Calescamantes	5	-0.203125	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_19	unclassified candidate division EM 19	0.047	5	-0.203125	unclassified candidate division EM 19	0.047	5	-0.203125	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_39	candidate division EM 19 bacterium JGI 0000001-D5	0.56	0	0	candidate division EM 19 bacterium JGI 0000001-D5	0.56	0	0	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_38	Bacillus/Clostridium group	0.56	5	-0.359375	Bacillus sp. 10403023	1.0	10	-0.48046875	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_28	Not yet classified (Prokaryotae)	0.096	3	-0.109375	unclassified candidate division EM 19	1.0	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_29	candidate division EM 19 bacterium JGI 0000001-D5	0.148	0	0	candidate division EM 19 bacterium JGI 0000001-D5	0.148	0	0	Not yet classified (Prokaryotae)	3	-0.109375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_15	Not yet classified (Prokaryotae)	0.003	3	-0.109375	unclassified candidate division EM 19	0.024	5	-0.203125	Monera	5	-0.484375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_14	unclassified candidate division EM 19	0.129	5	-0.203125	unclassified candidate division EM 19	0.129	5	-0.203125	Monera	5	-0.484375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_17	candidate division EM 19 bacterium JGI 0000001-D5	0.249	0	0	candidate division EM 19 bacterium JGI 0000001-D5	0.249	0	0	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_16	Not yet classified (Prokaryotae)	0.013	3	-0.109375	unclassified candidate division EM 19	0.047	5	-0.203125	Monera	5	-0.484375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_11	Not yet classified (Prokaryotae)	0.013	3	-0.109375	candidate division EM 19 bacterium JGI 0000001-D5	0.705	0	0	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_10	unclassified candidate division EM 19	0.047	5	-0.203125	unclassified candidate division EM 19	0.047	5	-0.203125	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_13	Not yet classified (Prokaryotae)	0.0	3	-0.109375	unclassified candidate division EM 19	0.437	5	-0.203125	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_12	Not yet classified (Prokaryotae)	0.076	3	-0.109375	unclassified candidate division EM 19	0.313	5	-0.203125	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_37	candidate division EM 19 bacterium SCGC AAA471-D06	0.096	2	-0.03125	candidate division EM 19 bacterium SCGC AAA471-D06	0.096	2	-0.03125	Fervidibacteria bacterium SCGC AAA471-D06	2	-0.03125	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_36	Bacteria	0.019	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-D5	0.56	0	0	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_35	Bacteria	0.096	4	-0.234375	candidate division EM 19 bacterium SCGC AAA471-D06	1.0	2	-0.03125	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_34	Not yet classified (Prokaryotae)	0.306	3	-0.109375	candidate division EM 19 bacterium JGI 0000001-D5	0.56	0	0	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_33	unclassified candidate division EM 19	0.249	5	-0.203125	unclassified candidate division EM 19	0.249	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_18	unclassified Fervidibacteria	0.526	1	-0.015625	candidate division EM 19 bacterium JGI 0000001-D5	0.739	0	0	Not yet classified (Prokaryotae)	3	-0.109375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_31	unclassified candidate division EM 19	0.654	5	-0.203125	unclassified candidate division EM 19	0.654	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_30	candidate division EM 19 bacterium JGI 0000001-D5	0.0	0	0	candidate division EM 19 bacterium JGI 0000001-D5	0.0	0	0	Fervidibacteria bacterium JGI 0000001-D5	0	0	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_32	Beggiatoa alba	None	10	-0.48046875	Beggiatoa alba	None	10	-0.48046875	"Beggiatoa punctata" Trevisan 1842	10	-0.48046875	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_5	unclassified candidate division EM 19	0.0	5	-0.203125	unclassified candidate division EM 19	0.0	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_4	Not yet classified (Prokaryotae)	0.002	3	-0.109375	candidate division EM 19 bacterium JGI 0000001-D5	1.0	0	0	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_7	candidate division EM 19 bacterium JGI 0000001-D5	0.088	0	0	candidate division EM 19 bacterium JGI 0000001-D5	0.088	0	0	root	7	-1.984375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_6	Not yet classified (Prokaryotae)	0.0	3	-0.109375	candidate division EM 19 bacterium JGI 0000001-D5	0.563	0	0	Monera	5	-0.484375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_1	unclassified candidate division EM 19	0.249	5	-0.203125	unclassified candidate division EM 19	0.249	5	-0.203125	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_0	Bacteria	0.096	4	-0.234375	candidate division EM 19 bacterium SCGC AAA471-D06	1.0	2	-0.03125	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_3	unclassified candidate division EM 19	0.306	5	-0.203125	unclassified candidate division EM 19	0.306	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_2	Not yet classified (Prokaryotae)	0.0	3	-0.109375	candidate division EM 19 bacterium JGI 0000001-D5	1.0	0	0	Not yet classified (Prokaryotae)	3	-0.109375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_9	candidate division EM 19 bacterium JGI 0000001-D5	0.563	0	0	candidate division EM 19 bacterium JGI 0000001-D5	0.563	0	0	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_D5_8	unclassified candidate division EM 19	0.781	5	-0.203125	unclassified candidate division EM 19	0.781	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division EM 19 bacterium JGI 0000001-D5
GEBA_SAG_0000001_G10_22	candidate division EM 19 bacterium JGI 0000001-G10	0.016	0	0	candidate division EM 19 bacterium JGI 0000001-G10	0.016	0	0	Not yet classified (Prokaryotae)	3	-0.109375	candidate division EM 19 bacterium JGI 0000001-G10
GEBA_SAG_0000001_G10_23	unclassified candidate division EM 19	0.123	5	-0.203125	unclassified candidate division EM 19	0.123	5	-0.203125	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-G10
GEBA_SAG_0000001_G10_20	unclassified candidate division EM 19	0.086	5	-0.203125	unclassified candidate division EM 19	0.086	5	-0.203125	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-G10
GEBA_SAG_0000001_G10_21	unclassified candidate division EM 19	0.363	5	-0.203125	unclassified candidate division EM 19	0.363	5	-0.203125	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-G10
GEBA_SAG_0000001_G10_26	Not yet classified (Prokaryotae)	0.0	3	-0.109375	unclassified candidate division EM 19	0.437	5	-0.203125	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-G10
GEBA_SAG_0000001_G10_27	candidate division EM 19 bacterium JGI 0000001-G10	0.016	0	0	candidate division EM 19 bacterium JGI 0000001-G10	0.016	0	0	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-G10
GEBA_SAG_0000001_G10_24	candidate division EM 19 bacterium JGI 0000001-G10	0.009	0	0	candidate division EM 19 bacterium JGI 0000001-G10	0.009	0	0	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-G10
GEBA_SAG_0000001_G10_25	Not yet classified (Prokaryotae)	0.003	3	-0.109375	unclassified candidate division EM 19	0.739	5	-0.203125	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-G10
GEBA_SAG_0000001_G10_28	Not yet classified (Prokaryotae)	0.165	3	-0.109375	unclassified candidate division EM 19	0.56	5	-0.203125	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-G10
GEBA_SAG_0000001_G10_29	candidate division EM 19 bacterium JGI 0000001-G10	0.306	0	0	candidate division EM 19 bacterium JGI 0000001-G10	0.306	0	0	unclassified Fervidibacteria	1	-0.015625	candidate division EM 19 bacterium JGI 0000001-G10
GEBA_SAG_0000001_G10_3	unclassified candidate division EM 19	0.041	5	-0.203125	unclassified candidate division EM 19	0.041	5	-0.203125	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-G10
GEBA_SAG_0000001_G10_2	unclassified candidate division EM 19	0.001	5	-0.203125	unclassified candidate division EM 19	0.001	5	-0.203125	Monera	5	-0.484375	candidate division EM 19 bacterium JGI 0000001-G10
GEBA_SAG_0000001_G10_1	unclassified candidate division EM 19	0.046	5	-0.203125	unclassified candidate division EM 19	0.046	5	-0.203125	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-G10
GEBA_SAG_0000001_G10_0	unclassified Fervidibacteria	0.244	1	-0.015625	candidate division EM 19 bacterium JGI 0000001-G10	0.363	0	0	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-G10
GEBA_SAG_0000001_G10_7	unclassified Fervidibacteria	0.306	1	-0.015625	candidate division EM 19 bacterium JGI 0000001-G10	0.56	0	0	Not yet classified (Prokaryotae)	3	-0.109375	candidate division EM 19 bacterium JGI 0000001-G10
GEBA_SAG_0000001_G10_6	unclassified Fervidibacteria	0.096	1	-0.015625	candidate division EM 19 bacterium JGI 0000001-G10	1.0	0	0	unclassified Fervidibacteria	1	-0.015625	candidate division EM 19 bacterium JGI 0000001-G10
GEBA_SAG_0000001_G10_5	Not yet classified (Prokaryotae)	0.024	3	-0.109375	candidate division EM 19 bacterium JGI 0000001-G10	1.0	0	0	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-G10
GEBA_SAG_0000001_G10_4	unclassified candidate division EM 19	0.027	5	-0.203125	unclassified candidate division EM 19	0.027	5	-0.203125	Bacteria	4	-0.234375	candidate division EM 19 bacterium JGI 0000001-G10
GEBA_SAG_0000001_G10_9	candidate division EM 19 bacterium JGI 0000001-G10	0.019	0	0	candidate division EM 19 bacterium JGI 0000001-G10	0.019	0	0	Fervidibacteria bacterium JGI 0000001-G10	0	0	candidate division EM 19 bacterium JGI 0000001-G10
